Overall Qual,Year Remod/Add,Mas Vnr Area,TotRms AbvGrd,BsmtFin SF 1,MS Zoning,Street,Land Contour,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Paved Drive,Sale Type,Sale Condition,Neighborhood_Grouped,HouseStyle_Simple,TotalSF,TotalBath,Qual_x_Area,Age,YearsSinceRemodel,TotalPorchSF,HasBasement,HasBasement,HasGarage,HasFireplace,BathPerBedroom,QuarterSold,PricePerSF,LotShape_Score,SalePrice
4,1970,0.0,5,375.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,TA,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NAmes,SingleStory,1728.0,1.0,3456,39,39,0,1,1,1,0,0.3333333333333333,4,69.73379629629629,3,120500
4,1970,0.0,5,191.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,1728.0,1.0,3456,39,39,0,1,1,1,0,0.3333333333333333,3,72.04861111111111,3,124500
4,1971,0.0,4,524.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Abnorml,NAmes,SingleStory,1728.0,1.0,3456,38,38,0,1,1,1,0,0.5,1,56.13425925925926,3,97000
4,2006,0.0,5,240.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,1728.0,1.0,3456,38,3,0,1,1,1,0,0.3333333333333333,3,75.23148148148148,3,130000
6,1973,504.0,5,254.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,BrDale,MultiLevel,1470.0,2.5,5922,36,36,0,1,1,1,0,1.25,3,75.51020408163265,3,111000
5,1970,312.0,7,765.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Y,WD ,Normal,BrDale,MultiLevel,2130.0,1.5,6825,39,39,36,1,1,1,0,0.5,2,58.68544600938967,3,125000
5,1971,142.0,6,0.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,COD,Abnorml,BrDale,MultiLevel,1932.0,2.5,6510,38,38,0,1,1,1,0,0.8333333333333334,2,57.971014492753625,3,112000
6,1972,425.0,5,110.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,BrDale,MultiLevel,1470.0,2.5,5922,37,37,0,1,1,1,0,1.25,3,65.98639455782313,3,97000
6,2007,510.0,5,162.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,BrDale,MultiLevel,1470.0,1.5,5922,37,2,0,1,1,1,0,0.75,2,80.27210884353741,3,118000
5,1972,268.0,6,231.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,BrDale,MultiLevel,1932.0,2.5,6510,37,37,0,1,1,1,0,0.8333333333333334,1,61.85300207039337,3,119500
6,1976,0.0,5,958.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,SingleStory,1916.0,2.0,5748,33,33,60,1,1,1,0,1.0,4,75.02609603340292,2,143750
6,1976,0.0,7,306.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2352.0,2.5,9288,33,33,0,1,1,1,1,0.8333333333333334,3,62.074829931972786,3,146000
6,1976,0.0,7,566.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,Twnhs,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2311.0,2.5,8736,33,33,0,1,1,1,1,0.8333333333333334,3,64.25789701427954,3,148500
7,1975,0.0,4,435.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,Twnhs,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,SingleStory,2112.0,2.5,7385,34,34,27,1,1,1,1,1.25,3,58.23863636363637,3,123000
6,1974,0.0,6,257.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2177.0,3.0,7932,35,35,0,1,1,1,1,1.0,2,67.52411575562701,3,147000
6,1977,0.0,6,389.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2311.0,2.5,8736,32,32,28,1,1,1,1,0.8333333333333334,2,59.67113803548248,3,137900
6,1978,0.0,7,320.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2352.0,3.0,9288,31,31,0,1,1,1,1,1.0,3,62.5,3,147000
6,1978,0.0,7,311.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2296.0,2.5,8646,31,31,0,1,1,1,1,0.8333333333333334,2,64.67770034843205,3,148500
6,1978,0.0,6,279.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Brk Cmn,None,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,MultiLevel,2311.0,2.5,8736,31,31,0,1,1,1,1,0.8333333333333334,2,59.714409346603205,3,138000
7,1976,0.0,5,536.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NPkVill,SingleStory,1672.0,1.5,5852,33,33,20,1,1,1,0,0.75,4,76.85406698564593,3,128500
5,1967,60.0,5,432.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,1784.0,1.0,4460,42,42,0,1,1,1,0,0.3333333333333333,3,56.053811659192824,3,100000
5,2004,165.0,5,644.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,NAmes,SingleStory,1984.0,1.5,5600,43,5,162,1,1,1,1,0.5,3,75.0,3,148800
10,2007,230.0,7,1172.0,RL,Pave,Lvl,FR2,Gtl,Norm,Norm,1Fam,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,3418.0,3.0,17180,3,2,48,1,1,1,1,1.0,3,98.74195435927443,3,337500
9,2007,726.0,10,1360.0,RL,Pave,Lvl,Inside,Gtl,PosN,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,MultiLevel,4548.0,4.5,24948,2,2,64,1,1,1,1,1.125,2,101.58311345646437,3,462000
9,2009,860.0,11,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,NridgHt,MultiLevel,5066.0,3.5,28260,1,0,78,1,1,1,1,0.875,3,95.73628108961705,3,485000
10,2008,200.0,10,1767.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,5496.0,3.0,24020,1,1,242,1,1,1,1,1.5,2,100.9825327510917,3,555000
9,2007,300.0,6,1572.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,3304.0,3.0,14868,3,2,102,1,1,1,1,1.5,4,98.36561743341404,2,325000
8,2007,640.0,7,0.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3166.0,2.0,12800,2,2,56,1,1,1,1,0.6666666666666666,3,80.95388502842704,3,256300
8,2009,306.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,NridgHt,SingleStory,4084.0,2.5,16336,1,0,90,1,1,1,1,0.8333333333333334,3,62.02081292850147,3,253293
9,2009,0.0,8,986.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,NridgHt,MultiLevel,4055.0,3.5,24210,0,0,197,1,1,1,1,1.1666666666666667,3,98.34771886559803,3,398800
9,2008,154.0,10,936.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,MultiLevel,3288.0,3.5,19656,1,1,102,1,1,1,1,1.1666666666666667,3,101.88564476885645,2,335000
9,2008,450.0,7,1232.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,4040.0,3.0,18180,1,1,98,1,1,1,1,1.0,2,100.0,3,404000
10,2009,305.0,9,1436.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,CBlock,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,NridgHt,SingleStory,4026.0,3.5,20200,0,0,54,1,1,1,1,1.1666666666666667,3,100.06482861400895,3,402861
10,2008,420.0,10,1338.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,ConLI,Normal,NridgHt,MultiLevel,4018.0,3.5,22960,1,1,274,1,1,1,1,1.1666666666666667,2,112.48133399701344,2,451950
10,2007,472.0,8,2288.0,RL,Pave,Lvl,Inside,Gtl,PosA,PosA,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,5304.0,4.5,26740,2,2,50,1,1,1,1,2.25,1,115.00754147812971,3,610000
9,2009,424.0,12,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,NridgHt,MultiLevel,4556.0,3.5,25398,1,0,362,1,1,1,1,0.875,1,127.94841966637401,3,582933
9,2008,302.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,3472.0,2.0,15624,1,1,90,1,1,1,1,0.6666666666666666,3,103.68663594470046,3,360000
8,2005,238.0,7,1531.0,RL,Pave,Lvl,FR3,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3564.0,3.0,14256,5,4,82,1,1,1,1,1.0,2,83.05274971941638,2,296000
8,2007,20.0,10,1230.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Family,NridgHt,MultiLevel,4028.0,3.5,20160,2,2,273,1,1,1,1,0.7,2,101.76266137040714,0,409900
8,2006,250.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3426.0,2.0,13736,3,3,39,1,1,1,1,0.6666666666666666,3,74.57676590776416,2,255500
9,2008,284.0,8,1015.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,ConLI,Normal,NridgHt,SingleStory,3482.0,3.0,15687,1,1,45,1,1,1,1,1.0,2,96.20907524411258,2,335000
8,2005,262.0,7,1088.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,3426.0,3.0,13704,5,4,196,1,1,1,1,1.0,1,80.2393461762989,3,274900
9,2006,122.0,6,1037.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,3035.0,3.0,13779,3,3,52,1,1,1,1,1.5,1,98.84678747940691,2,300000
9,2008,285.0,7,1142.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,None,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,3582.0,3.0,16272,1,1,26,1,1,1,1,1.0,1,90.45226130653266,2,324000
9,2005,216.0,10,1170.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,MultiLevel,3686.0,3.5,20016,5,4,0,1,1,1,1,0.875,2,94.95387954422138,3,350000
8,2005,42.0,7,1039.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3672.0,3.0,14688,5,4,185,1,1,1,1,1.0,1,76.25272331154684,2,280000
8,2004,296.0,7,1124.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,No Basement,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,4835.0,3.0,13032,6,5,0,1,1,1,1,1.0,4,58.73836608066184,2,284000
7,2004,418.0,8,1262.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3520.0,3.0,12320,6,5,190,1,1,1,1,1.0,2,76.5625,2,269500
7,2009,268.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,New,Partial,NridgHt,SingleStory,3004.0,2.0,10514,0,0,114,1,1,1,0,0.6666666666666666,3,77.61984021304927,2,233170
10,2003,922.0,8,56.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,4784.0,2.0,23920,6,6,105,1,1,1,1,0.6666666666666666,2,80.7378762541806,3,386250
9,2003,724.0,10,1972.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,4904.0,4.0,22068,6,6,116,1,1,1,1,1.3333333333333333,3,90.74225122349102,2,445000
8,2004,186.0,10,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,MultiLevel,3482.0,3.5,19200,6,5,40,1,1,1,1,0.875,2,83.2854681217691,2,290000
8,2006,383.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3204.0,2.0,12848,3,3,60,1,1,1,1,0.6666666666666666,3,79.8689138576779,2,255900
6,2005,240.0,6,836.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2716.0,2.0,8148,4,4,36,1,1,1,1,1.0,3,78.4241531664212,2,213000
6,2005,135.0,5,900.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2612.0,3.0,7836,4,4,63,1,1,1,1,3.0,3,75.03828483920367,2,196000
6,2005,135.0,5,881.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2612.0,3.0,7836,4,4,63,1,1,1,1,3.0,1,70.63552833078101,2,184500
7,2008,176.0,6,876.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2708.0,3.0,9506,2,1,26,1,1,1,1,1.5,2,78.4711964549483,2,212500
7,2008,166.0,6,904.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2628.0,3.0,9198,2,1,62,1,1,1,1,1.5,3,87.51902587519025,2,230000
10,2005,730.0,8,2146.0,RL,Pave,HLS,Inside,Mod,Norm,Norm,1Fam,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Abnorml,NridgHt,SingleStory,4984.0,3.5,24920,5,4,235,1,1,1,1,1.75,1,110.75441412520064,2,552000
8,2004,470.0,8,1557.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,4400.0,3.5,17600,6,5,55,1,1,1,1,1.1666666666666667,3,86.93181818181819,2,382500
9,2009,308.0,6,800.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,NridgHt,SingleStory,3768.0,3.0,16956,1,0,90,1,1,1,1,1.5,2,84.92569002123142,2,320000
9,2008,500.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,WD ,Normal,NridgHt,SingleStory,2907.0,2.0,13104,1,1,42,1,1,1,1,1.0,2,85.48331613347094,3,248500
8,2003,270.0,8,1196.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,3424.0,3.0,13696,7,6,183,1,1,1,1,1.0,3,83.67406542056075,3,286500
8,2006,176.0,6,863.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2648.0,3.0,10592,3,3,38,1,1,1,1,1.5,4,95.9214501510574,3,254000
7,2003,163.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,SingleStory,2810.0,2.0,9835,6,6,36,1,1,1,1,1.0,4,61.56583629893238,3,173000
7,2004,106.0,6,567.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Twnhs,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,NridgHt,MultiLevel,2390.0,2.0,11382,6,5,27,1,1,1,0,1.0,3,72.38493723849372,3,173000
7,2005,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,RRAn,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Gilbert,MultiLevel,2184.0,2.5,10192,4,4,0,1,1,1,1,0.8333333333333334,2,84.24908424908425,3,184000
6,2006,0.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Gilbert,MultiLevel,2235.0,2.5,8940,4,3,20,1,1,1,1,0.8333333333333334,3,75.07829977628636,2,167800
